page_id,region_id,keyword,sheet,row,route,k_exists,original_readiness,final_readiness,hold_reason,generation_allowed
candidate:tutor:kr-b300-ad6c-kr-c218-c644-c9c0-ad6c:region_tutor,,수완지구,대구,277,/tutor/kr-b300-ad6c-kr-c218-c644-c9c0-ad6c/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-d558-b0a8-c9c0-ad6c:region_tutor,,하남지구,대구,278,/tutor/kr-b300-ad6c-kr-d558-b0a8-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-2:region_tutor,,첨단2지구,대구,279,/tutor/kr-b300-ad6c-2/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c120-c6b4-c9c0-ad6c:region_tutor,,선운지구,대구,280,/tutor/kr-b300-ad6c-kr-c120-c6b4-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c120-c6b4-c9c0-ad6c-kr-c804-c8fc:region_tutor,,전주,대구,281,/tutor/kr-b300-ad6c-kr-c120-c6b4-c9c0-ad6c-kr-c804-c8fc/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b355-c9c4-ad6c:region_tutor,,덕진구,대구,282,/tutor/kr-b300-ad6c-kr-b355-c9c4-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c:region_tutor,,완산구,대구,283,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-b355-c9c4-b3d9:region_tutor,,덕진동,대구,284,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-b355-c9c4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-bc18-c6d4-b3d9:region_tutor,,반월동,대구,285,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-bc18-c6d4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c5ec-c758-b3d9:region_tutor,,여의동,대구,286,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c5ec-c758-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c6b0-c544-b3d9:region_tutor,,우아동,대구,287,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c6b0-c544-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c778-d6c4-b3d9:region_tutor,,인후동,대구,288,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c778-d6c4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c804-c8fc-c911-b3d9:region_tutor,,전주중동,대구,289,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c804-c8fc-c911-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-ae08-c554-b3d9:region_tutor,,금암동,대구,290,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-ae08-c554-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c1a1-cc9c-b3d9:region_tutor,,송천동,대구,291,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c1a1-cc9c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c9c4-bd81-b3d9:region_tutor,,진북동,대구,292,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c9c4-bd81-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-b9cc-c1a1-b3d9:region_tutor,,만송동,대구,293,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-b9cc-c1a1-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c7a5-b3d9:region_tutor,,장동,대구,294,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c7a5-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c0bc-cc9c-b3d9:region_tutor,,삼천동,대구,295,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c0bc-cc9c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c11c-c2e0-b3d9:region_tutor,,서신동,대구,296,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c11c-c2e0-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c11c-c644-c2e0-b3d9:region_tutor,,서완신동,대구,297,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c11c-c644-c2e0-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c911-d654-c0b0-b3d9:region_tutor,,중화산동,대구,298,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c911-d654-c0b0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c804-c8fc-d0dc-d3c9-b3d9:region_tutor,,전주태평동,대구,299,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-c804-c8fc-d0dc-d3c9-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d3c9-d654-b3d9:region_tutor,,평화동,대구,300,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d3c9-d654-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d48d-b0a8-b3d9:region_tutor,,풍남동,대구,301,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d48d-b0a8-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d6a8-c790-b3d9:region_tutor,,효자동,대구,302,/tutor/kr-b300-ad6c-kr-c644-c0b0-ad6c-kr-d6a8-c790-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c:region_tutor,,효자지구,대구,303,/tutor/kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c-kr-c2e0-c2dc-ac00-c9c0:region_tutor,,신시가지,대구,304,/tutor/kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c-kr-c2e0-c2dc-ac00-c9c0/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c-kr-c11c-bd80-c2e0-c2dc-ac00-c9c0:region_tutor,,서부신시가지,대구,305,/tutor/kr-b300-ad6c-kr-d6a8-c790-c9c0-ad6c-kr-c11c-bd80-c2e0-c2dc-ac00-c9c0/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c804-c8fc-d6a8-cc9c-c9c0-ad6c-kr-d48d-b0a8-bb38:region_tutor,,풍남문,대구,307,/tutor/kr-b300-ad6c-kr-c804-c8fc-d6a8-cc9c-c9c0-ad6c-kr-d48d-b0a8-bb38/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c1a1-cc9c-c9c0-ad6c:region_tutor,,송천지구,대구,308,/tutor/kr-b300-ad6c-kr-c1a1-cc9c-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c804-c8fc-d601-c2e0-b3c4-c2dc:region_tutor,,전주혁신도시,대구,310,/tutor/kr-b300-ad6c-kr-c804-c8fc-d601-c2e0-b3c4-c2dc/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c:region_tutor,,만성지구,대구,311,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc:region_tutor,,원주,대구,312,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-bb34-c2e4-b3d9:region_tutor,,무실동,대구,314,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-bb34-c2e4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-ac1c-c6b4-b3d9:region_tutor,,개운동,대구,315,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-ac1c-c6b4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-b2e8-ad6c-b3d9:region_tutor,,단구동,대구,316,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-b2e8-ad6c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc-c6b0-c0b0-b3d9:region_tutor,,원주우산동,대구,318,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-c6d0-c8fc-c6b0-c0b0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d559-c131-b3d9:region_tutor,,학성동,대구,319,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d559-c131-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d589-ad6c-b3d9:region_tutor,,행구동,대구,320,/tutor/kr-b300-ad6c-kr-b9cc-c131-c9c0-ad6c-kr-d589-ad6c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c6d0-c8fc-d601-c2e0-b3c4-c2dc:region_tutor,,원주혁신도시,대구,322,/tutor/kr-b300-ad6c-kr-c6d0-c8fc-d601-c2e0-b3c4-c2dc/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-bc18-ace1-c9c0-ad6c:region_tutor,,반곡지구,대구,326,/tutor/kr-b300-ad6c-kr-bc18-ace1-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-cd98-cc9c:region_tutor,,춘천,대구,328,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-cd98-cc9c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ad50-b3d9:region_tutor,,교동,대구,329,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ad50-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-adfc-d654-b3d9:region_tutor,,근화동,대구,330,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-adfc-d654-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-c628-c758-b3d9:region_tutor,,온의동,대구,336,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-c628-c758-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-d6c4-d3c9-b3d9:region_tutor,,후평동,대구,337,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-d6c4-d3c9-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-d1f4-acc4-b3d9:region_tutor,,퇴계동,대구,338,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-d1f4-acc4-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ce60-c804-b3d9:region_tutor,,칠전동,대구,339,/tutor/kr-b300-ad6c-kr-c9c0-c815-c9c0-ad6c-kr-ce60-c804-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-d1f4-acc4-c9c0-ad6c:region_tutor,,퇴계지구,대구,340,/tutor/kr-b300-ad6c-kr-d1f4-acc4-c9c0-ad6c/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c11d-c0ac-c9c0-ad6c:region_tutor,,석사지구,대구,341,/tutor/kr-b300-ad6c-kr-c11d-c0ac-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-d6c4-d3c9-c9c0-ad6c:region_tutor,,후평지구,대구,342,/tutor/kr-b300-ad6c-kr-d6c4-d3c9-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c6b0-b450-c9c0-ad6c:region_tutor,,우두지구,대구,345,/tutor/kr-b300-ad6c-kr-c6b0-b450-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c18c-c591-c9c0-ad6c:region_tutor,,소양지구,대구,346,/tutor/kr-b300-ad6c-kr-c18c-c591-c9c0-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-acc4-c591-ad6c:region_tutor,,계양구,대구,348,/tutor/kr-b300-ad6c-kr-acc4-c591-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-b0a8-b3d9-ad6c:region_tutor,,남동구,대구,349,/tutor/kr-b300-ad6c-kr-b0a8-b3d9-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-bbf8-cd94-d640-ad6c:region_tutor,,미추홀구,대구,350,/tutor/kr-b300-ad6c-kr-bbf8-cd94-d640-ad6c/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-bd80-d3c9-ad6c:region_tutor,,부평구,대구,351,/tutor/kr-b300-ad6c-kr-bd80-d3c9-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-c11c-ad6c:region_tutor,,인천서구,대구,352,/tutor/kr-b300-ad6c-kr-c778-cc9c-c11c-ad6c/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-c911-ad6c:region_tutor,,인천중구,대구,354,/tutor/kr-b300-ad6c-kr-c778-cc9c-c911-ad6c/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c791-c804-b3d9:region_tutor,,작전동,대구,356,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c791-c804-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-acc4-c0b0-b3d9:region_tutor,,계산동,대구,357,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-acc4-c0b0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bcd1-bc29-b3d9:region_tutor,,병방동,대구,359,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bcd1-bc29-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ad6c-c6d4-b3d9:region_tutor,,구월동,대구,361,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ad6c-c6d4-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b17c-d604-b3d9:region_tutor,,논현동,대구,363,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b17c-d604-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b3c4-b9bc-b3d9:region_tutor,,도림동,대구,364,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b3c4-b9bc-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11c-cc3d-b3d9:region_tutor,,서창동,대구,365,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11c-cc3d-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b3c4-d654-b3d9:region_tutor,,도화동,대구,366,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b3c4-d654-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c778-cc9c-bb38-d559-b3d9:region_tutor,,인천문학동,대구,368,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c778-cc9c-bb38-d559-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c6a9-d604-b3d9:region_tutor,,용현동,대구,369,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c6a9-d604-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c8fc-c548-b3d9:region_tutor,,주안동,대구,370,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c8fc-c548-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-d559-c775-b3d9:region_tutor,,학익동,대구,371,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-d559-c775-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac08-c0b0-b3d9:region_tutor,,갈산동,대구,372,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac08-c0b0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bd80-ac1c-b3d9:region_tutor,,부개동,대구,373,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bd80-ac1c-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bd80-d3c9-b3d9:region_tutor,,부평동,대구,374,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-bd80-d3c9-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c0b0-ace1-b3d9:region_tutor,,산곡동,대구,375,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c0b0-ace1-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c77c-c2e0-b3d9:region_tutor,,일신동,대구,377,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c77c-c2e0-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac00-c88c-b3d9:region_tutor,,가좌동,대구,379,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-ac00-c88c-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b2f9-d558-b3d9:region_tutor,,당하동,대구,380,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b2f9-d558-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b9c8-c804-b3d9:region_tutor,,마전동,대구,381,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-b9c8-c804-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c778-cc9c-bd88-b85c-b3d9:region_tutor,,인천불로동,대구,382,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c778-cc9c-bd88-b85c-b3d9/region_tutor,true,HOLD_CONTENT_H1,HOLD_CONTENT_H1,content_section_h1,false
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11d-b0a8-b3d9:region_tutor,,석남동,대구,383,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c11d-b0a8-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c2e0-d604-b3d9:region_tutor,,신현동,대구,384,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c2e0-d604-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
candidate:tutor:kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c6d0-b2f9-b3d9:region_tutor,,원당동,대구,385,/tutor/kr-b300-ad6c-kr-c778-cc9c-b3d9-ad6c-kr-c6d0-b2f9-b3d9/region_tutor,true,READY_REMOVE_DUPLICATE_H1,READY_REMOVE_DUPLICATE_H1,,true
